First_Name,Last_Name,Email_Address,Student_ID,phone,iClass
Oliver,Edmunds,oliver.edmunds@coloradocollege.edu,857610,6787236509,21434
Jack,Gibson,jack.gibson@coloradocollege.edu,553754,9394107693,22432
Thomas,Vance,thomas.vance@coloradocollege.edu,597474,7902904656,27619
Paul,Peters,paul.peters@coloradocollege.edu,837639,5859226308,29258
Dominic,Rutherford,dominic.rutherford@coloradocollege.edu,749803,4441601738,25647
Lauren,Fisher,lauren.fisher@coloradocollege.edu,604185,5472467198,21628
Luke,Allan,luke.allan@coloradocollege.edu,773003,9205316735,23236
Dominic,Murray,dominic.murray@coloradocollege.edu,857605,3763392672,25326
Rebecca,Hunter,rebecca.hunter@coloradocollege.edu,573830,3588277115,25263
Thomas,Ross,thomas.ross@coloradocollege.edu,277605,4483461012,27583
Austin,Cameron,austin.cameron@coloradocollege.edu,119739,6034926672,25578
Anna,Lawrence,anna.lawrence@coloradocollege.edu,903573,9455930228,26412
Theresa,Rees,theresa.rees@coloradocollege.edu,763539,8529747365,25360
Andrea,Vance,andrea.vance@coloradocollege.edu,476827,7284071551,20578
Andrea,Short,andrea.short@coloradocollege.edu,533199,9179077405,27064
Stewart,Jones,stewart.jones@coloradocollege.edu,882014,6082379171,28485
Thomas,Kerr,thomas.kerr@coloradocollege.edu,584699,3422612478,20078
Christopher,Churchill,christopher.churchill@coloradocollege.edu,536241,3105596275,24911
Kimberly,Glover,kimberly.glover@coloradocollege.edu,315235,4002539272,28803
Owen,Marshall,owen.marshall@coloradocollege.edu,202285,6782013436,20311
Angela,Anderson,angela.anderson@coloradocollege.edu,359339,6911619165,24143
Bernadette,Brown,bernadette.brown@coloradocollege.edu,887456,4381935406,20382
Stephen,Churchill,stephen.churchill@coloradocollege.edu,345860,6404948362,25491
Julian,Mathis,julian.mathis@coloradocollege.edu,863335,2892566269,26011
Zoe,Morgan,zoe.morgan@coloradocollege.edu,991940,9416222332,23295
Kimberly,Knox,kimberly.knox@coloradocollege.edu,675058,4141549639,20067
Paul,Powell,paul.powell@coloradocollege.edu,921979,2954765425,21024
Anne,Vance,anne.vance@coloradocollege.edu,266030,4031386234,25017
Lauren,Martin,lauren.martin@coloradocollege.edu,497787,7347280279,20680
Grace,Bower,grace.bower@coloradocollege.edu,772713,8630850757,29425
Sebastian,Edmunds,sebastian.edmunds@coloradocollege.edu,306859,5671453924,26897
Boris,Clarkson,boris.clarkson@coloradocollege.edu,437793,1536841159,22746
Victor,Ince,victor.ince@coloradocollege.edu,156150,9705909251,28398
Neil,Miller,neil.miller@coloradocollege.edu,615255,3660491619,28647
Diana,Langdon,diana.langdon@coloradocollege.edu,388449,9517405628,23845
Kimberly,Hill,kimberly.hill@coloradocollege.edu,834933,1316829845,27764
Wendy,Ferguson,wendy.ferguson@coloradocollege.edu,750082,5382987978,29433
Leonard,Robertson,leonard.robertson@coloradocollege.edu,655567,1237497314,24811
Lucas,Paige,lucas.paige@coloradocollege.edu,897911,9165380253,27118
Colin,Walker,colin.walker@coloradocollege.edu,498868,6588591392,20358
Jonathan,Black,jonathan.black@coloradocollege.edu,554183,4630772633,23884
James,Ross,james.ross@coloradocollege.edu,803116,3226495875,23685
Rebecca,Hudson,rebecca.hudson@coloradocollege.edu,694667,4486032195,25544
Lisa,Fisher,lisa.fisher@coloradocollege.edu,955154,7106113424,29858
Boris,Young,boris.young@coloradocollege.edu,518961,9963858365,29156
William,Tucker,william.tucker@coloradocollege.edu,232296,8898852265,21362
Jake,Peake,jake.peake@coloradocollege.edu,516723,4100701656,28495
Carolyn,Bailey,carolyn.bailey@coloradocollege.edu,103734,6708848437,24149
Ava,Roberts,ava.roberts@coloradocollege.edu,477272,7920456955,23009
Victor,Graham,victor.graham@coloradocollege.edu,630919,4743550235,24743
Rose,Cameron,rose.cameron@coloradocollege.edu,973777,9277221990,25954
Blake,Anderson,blake.anderson@coloradocollege.edu,377955,8686497693,25057
Megan,Oliver,megan.oliver@coloradocollege.edu,417199,6689232057,23157
Anna,Oliver,anna.oliver@coloradocollege.edu,182483,3342232963,20700
Nicholas,Alsop,nicholas.alsop@coloradocollege.edu,778159,9868681861,22172
Alison,Davidson,alison.davidson@coloradocollege.edu,732788,1101132162,22717
Zoe,Avery,zoe.avery@coloradocollege.edu,987450,6099050460,25277
Jack,Jackson,jack.jackson@coloradocollege.edu,687758,7947167926,27858
Connor,Young,connor.young@coloradocollege.edu,643164,6592213549,25421
Owen,Manning,owen.manning@coloradocollege.edu,258242,1978048641,27602
Adrian,Jones,adrian.jones@coloradocollege.edu,262862,6562967098,29558
Piers,Graham,piers.graham@coloradocollege.edu,797289,8487179214,21949
Rebecca,Ferguson,rebecca.ferguson@coloradocollege.edu,277560,9799322878,25720
Bernadette,Morgan,bernadette.morgan@coloradocollege.edu,902806,5076029551,25776
Lisa,Hemmings,lisa.hemmings@coloradocollege.edu,895964,1463242999,28988
Joshua,Glover,joshua.glover@coloradocollege.edu,404664,6402855183,29831
Michael,Watson,michael.watson@coloradocollege.edu,344469,8893829415,23856
Karen,Miller,karen.miller@coloradocollege.edu,256137,6107206300,24637
Harry,Jackson,harry.jackson@coloradocollege.edu,517758,8087862198,28231
Diane,McLean,diane.mclean@coloradocollege.edu,646052,6019560742,23975
Andrew,Black,andrew.black@coloradocollege.edu,267498,3221883899,28580
Stewart,Hart,stewart.hart@coloradocollege.edu,175061,1094429084,24993
Joseph,Paterson,joseph.paterson@coloradocollege.edu,202963,8645908065,24095
William,Springer,william.springer@coloradocollege.edu,417162,1672251266,27796
Samantha,Gibson,samantha.gibson@coloradocollege.edu,465770,8333424032,24603
Victor,Stewart,victor.stewart@coloradocollege.edu,449324,5854522777,26768
Amanda,Hart,amanda.hart@coloradocollege.edu,250158,7090757018,26443
Lauren,Watson,lauren.watson@coloradocollege.edu,909318,1251584970,23341
Victor,Davies,victor.davies@coloradocollege.edu,629736,1113743727,20086
Theresa,Alsop,theresa.alsop@coloradocollege.edu,362138,3448067858,27436
Anne,Kelly,anne.kelly@coloradocollege.edu,363407,9756782787,21641
Brian,Manning,brian.manning@coloradocollege.edu,544067,4300660853,23418
Boris,Walsh,boris.walsh@coloradocollege.edu,303940,9348724719,24377
Maria,Hill,maria.hill@coloradocollege.edu,949258,5904650176,25253
Sarah,Brown,sarah.brown@coloradocollege.edu,550750,8778138681,22697
Carolyn,Carr,carolyn.carr@coloradocollege.edu,428703,2618741728,25102
Gordon,Short,gordon.short@coloradocollege.edu,284994,6954027173,21191
James,Hodges,james.hodges@coloradocollege.edu,595514,2212761916,24204
Andrea,Smith,andrea.smith@coloradocollege.edu,405999,7410564564,21410
Jason,Murray,jason.murray@coloradocollege.edu,870698,5728296920,22909
Connor,Glover,connor.glover@coloradocollege.edu,175990,6713910992,21369
Leah,Springer,leah.springer@coloradocollege.edu,995971,7714392592,28799
Neil,Duncan,neil.duncan@coloradocollege.edu,954230,3649567579,25343
Joanne,Mackenzie,joanne.mackenzie@coloradocollege.edu,246990,6452142622,24068
Amelia,Davies,amelia.davies@coloradocollege.edu,718502,9052235958,27074
Colin,Paige,colin.paige@coloradocollege.edu,420243,1242441890,20030
Virginia,Mitchell,virginia.mitchell@coloradocollege.edu,410436,8369262656,23622
Andrea,Walker,andrea.walker@coloradocollege.edu,703656,8914287362,28064
John,Hardacre,john.hardacre@coloradocollege.edu,427419,7263408868,22001
Sean,Manning,sean.manning@coloradocollege.edu,430967,7474548304,25489
Bella,Hill,bella.hill@coloradocollege.edu,806876,9019044716,22885
Deirdre,Newman,deirdre.newman@coloradocollege.edu,520539,2352779815,24951
Emily,Ball,emily.ball@coloradocollege.edu,652137,7681633066,28465
Lisa,Graham,lisa.graham@coloradocollege.edu,127969,3609642279,23744
Leonard,Duncan,leonard.duncan@coloradocollege.edu,556053,9705049944,23562
Deirdre,Dyer,deirdre.dyer@coloradocollege.edu,247402,2423386042,21153
James,Hughes,james.hughes@coloradocollege.edu,681203,7622523867,29981
Andrea,Hardacre,andrea.hardacre@coloradocollege.edu,512714,9159048011,28000
Rachel,Sharp,rachel.sharp@coloradocollege.edu,142356,5128271516,24236
Adrian,Rutherford,adrian.rutherford@coloradocollege.edu,209094,3410178595,20157
Felicity,Churchill,felicity.churchill@coloradocollege.edu,992085,3085096372,29711
David,Davidson,david.davidson@coloradocollege.edu,366296,9225304204,23428
Molly,North,molly.north@coloradocollege.edu,763266,6951259483,21881
Sally,Paterson,sally.paterson@coloradocollege.edu,345696,6258611108,29959
Hannah,Mathis,hannah.mathis@coloradocollege.edu,412439,6411926742,28339
Sam,May,sam.may@coloradocollege.edu,153743,2200287709,22838
Natalie,Ball,natalie.ball@coloradocollege.edu,322594,7991808829,22534
Una,Mackay,una.mackay@coloradocollege.edu,970163,1808951800,20308
Samantha,Robertson,samantha.robertson@coloradocollege.edu,127699,6368161741,28906
Liam,Hudson,liam.hudson@coloradocollege.edu,709666,8004202220,24336
Dorothy,Piper,dorothy.piper@coloradocollege.edu,513887,8574310773,28844
Simon,Lawrence,simon.lawrence@coloradocollege.edu,829129,4810025738,22232
Penelope,Chapman,penelope.chapman@coloradocollege.edu,917972,8509167659,28700
Diane,Hart,diane.hart@coloradocollege.edu,394607,8562801429,21202
Diana,Carr,diana.carr@coloradocollege.edu,484701,7020618138,26332
Ryan,Wallace,ryan.wallace@coloradocollege.edu,933345,9097790616,21949
Gabrielle,Dyer,gabrielle.dyer@coloradocollege.edu,981265,8128060945,26768
Evan,Langdon,evan.langdon@coloradocollege.edu,959242,6635491438,20121
Caroline,Newman,caroline.newman@coloradocollege.edu,796953,8278562382,26441
Benjamin,Davidson,benjamin.davidson@coloradocollege.edu,789939,2081664469,25972
Melanie,Hardacre,melanie.hardacre@coloradocollege.edu,137489,2002513612,27001
Jason,Cameron,jason.cameron@coloradocollege.edu,101077,3573979526,20314
Bernadette,Greene,bernadette.greene@coloradocollege.edu,237732,7110626275,28199
Amy,MacDonald,amy.macdonald@coloradocollege.edu,300573,3541455159,28599
Amy,Graham,amy.graham@coloradocollege.edu,196351,4406619327,24031
Steven,Campbell,steven.campbell@coloradocollege.edu,243021,6367530764,25033
Leah,MacLeod,leah.macleod@coloradocollege.edu,637833,8899119682,22647
Dylan,Ince,dylan.ince@coloradocollege.edu,842190,3826523063,23392
Joshua,Kelly,joshua.kelly@coloradocollege.edu,561579,9680149429,27873
Ava,Dowd,ava.dowd@coloradocollege.edu,801890,3175541615,21171
Hannah,Jones,hannah.jones@coloradocollege.edu,991090,1096775945,22542
Sarah,Gill,sarah.gill@coloradocollege.edu,522533,4563188952,28827
Vanessa,Rutherford,vanessa.rutherford@coloradocollege.edu,306057,5610726565,21474
Alison,North,alison.north@coloradocollege.edu,915851,3006388117,23659
Joe,Sutherland,joe.sutherland@coloradocollege.edu,648147,2855363378,29901
Stewart,Burgess,stewart.burgess@coloradocollege.edu,601139,9906374866,22159
Jacob,Nash,jacob.nash@coloradocollege.edu,418305,6262565311,22072
Stewart,Dickens,stewart.dickens@coloradocollege.edu,414728,1625205617,25517
Ian,MacDonald,ian.macdonald@coloradocollege.edu,558839,9080450499,29761
Penelope,Miller,penelope.miller@coloradocollege.edu,451193,8415499401,29304
Jake,Brown,jake.brown@coloradocollege.edu,166351,4614449752,21397
Christian,Hardacre,christian.hardacre@coloradocollege.edu,351298,7917695448,25171
Christian,Blake,christian.blake@coloradocollege.edu,370210,5013973891,26894
Kevin,Gray,kevin.gray@coloradocollege.edu,471018,8218400185,24466
Leonard,Hamilton,leonard.hamilton@coloradocollege.edu,630446,6614735441,20725
Adam,Marshall,adam.marshall@coloradocollege.edu,280463,4121117190,22905
Oliver,Clarkson,oliver.clarkson@coloradocollege.edu,649953,4921383327,29559
Connor,Johnston,connor.johnston@coloradocollege.edu,883671,4238648161,25799
Amelia,Martin,amelia.martin@coloradocollege.edu,443252,7159359978,27474
Charles,Brown,charles.brown@coloradocollege.edu,826414,2766006396,24750
Steven,Vance,steven.vance@coloradocollege.edu,126552,4964227330,21456
Joshua,Hughes,joshua.hughes@coloradocollege.edu,580378,1996076256,26451
Alan,Parr,alan.parr@coloradocollege.edu,550731,8002345673,27797
Lillian,Wilkins,lillian.wilkins@coloradocollege.edu,290020,1188086873,25162
Katherine,Edmunds,katherine.edmunds@coloradocollege.edu,905730,6840429424,20529
Connor,Abraham,connor.abraham@coloradocollege.edu,384482,6861194353,28278
Luke,Young,luke.young@coloradocollege.edu,174044,6764853468,20300
John,Welch,john.welch@coloradocollege.edu,791942,4680930599,23163
Angela,Berry,angela.berry@coloradocollege.edu,755588,3666007748,23195
Brian,Powell,brian.powell@coloradocollege.edu,699117,3230123915,26102
Stephen,Carr,stephen.carr@coloradocollege.edu,780073,4954448256,29093
Harry,Butler,harry.butler@coloradocollege.edu,558853,6310778254,20329
Abigail,Burgess,abigail.burgess@coloradocollege.edu,187246,8916642816,27391
Jason,Edmunds,jason.edmunds@coloradocollege.edu,939983,6400092436,28032
Alexander,Henderson,alexander.henderson@coloradocollege.edu,456886,3569014348,29923
Steven,Lee,steven.lee@coloradocollege.edu,607217,5024836300,23534
Alexander,Miller,alexander.miller@coloradocollege.edu,738408,5207159716,25975
Jacob,Churchill,jacob.churchill@coloradocollege.edu,397783,7837934713,26745
Andrea,Vaughan,andrea.vaughan@coloradocollege.edu,390939,2396939955,22268
Blake,Tucker,blake.tucker@coloradocollege.edu,654127,6824375497,24129
Trevor,Hughes,trevor.hughes@coloradocollege.edu,512137,4779990332,24828
Boris,Dyer,boris.dyer@coloradocollege.edu,352094,5829166399,20277
Lauren,Abraham,lauren.abraham@coloradocollege.edu,564158,6386288011,25948
Wendy,Gray,wendy.gray@coloradocollege.edu,218420,5411083388,21302
Jacob,Jones,jacob.jones@coloradocollege.edu,296764,9647144580,27895
Leah,Lambert,leah.lambert@coloradocollege.edu,103596,9459271203,26606
Melanie,MacDonald,melanie.macdonald@coloradocollege.edu,746633,9826123464,20785
Alan,Ball,alan.ball@coloradocollege.edu,294044,6867764073,22098
Diane,Fraser,diane.fraser@coloradocollege.edu,507114,1991128753,28987
Christopher,Rutherford,christopher.rutherford@coloradocollege.edu,325345,9335397296,21665
Jasmine,Howard,jasmine.howard@coloradocollege.edu,389438,1036806452,23645
Jonathan,Oliver,jonathan.oliver@coloradocollege.edu,128995,7619262727,27269
Oliver,Vaughan,oliver.vaughan@coloradocollege.edu,527517,9874146226,23267
Gordon,Springer,gordon.springer@coloradocollege.edu,132633,4507710057,26458
Jane,Bower,jane.bower@coloradocollege.edu,687692,4798043454,21945
Irene,Parr,irene.parr@coloradocollege.edu,882133,1672716585,29822
Evan,Bond,evan.bond@coloradocollege.edu,956986,8306413413,20988
Chloe,Wright,chloe.wright@coloradocollege.edu,338410,9870371646,26996
Hannah,Ince,hannah.ince@coloradocollege.edu,525058,4288668338,21241
Blake,Springer,blake.springer@coloradocollege.edu,294859,1919736968,28904
Neil,Harris,neil.harris@coloradocollege.edu,339842,7700112563,29875
Peter,Mathis,peter.mathis@coloradocollege.edu,437347,4176964992,21353
Grace,Dyer,grace.dyer@coloradocollege.edu,155360,8234375103,25497
Adam,Ogden,adam.ogden@coloradocollege.edu,345822,8245691851,26670
Oliver,Smith,oliver.smith@coloradocollege.edu,564148,6966467795,20206
Isaac,MacDonald,isaac.macdonald@coloradocollege.edu,750448,9372861644,20085
Piers,Arnold,piers.arnold@coloradocollege.edu,648171,8770483905,23860
Donna,Hemmings,donna.hemmings@coloradocollege.edu,457293,3803164322,25665
Cameron,MacLeod,cameron.macleod@coloradocollege.edu,926561,9398449031,24295
Cameron,Lyman,cameron.lyman@coloradocollege.edu,782456,8855721822,27929
Connor,Peake,connor.peake@coloradocollege.edu,169539,2118209981,21745
Natalie,Smith,natalie.smith@coloradocollege.edu,243060,3393207877,21717
Dorothy,Coleman,dorothy.coleman@coloradocollege.edu,247734,5694126592,25463
Natalie,Bell,natalie.bell@coloradocollege.edu,915485,6762065983,29520
Heather,Knox,heather.knox@coloradocollege.edu,274893,5268959480,28837
Deirdre,Fisher,deirdre.fisher@coloradocollege.edu,822064,4854401875,22673
Elizabeth,Terry,elizabeth.terry@coloradocollege.edu,198568,4440099896,25267
Irene,Wilkins,irene.wilkins@coloradocollege.edu,317131,7373567550,23112
Joanne,Howard,joanne.howard@coloradocollege.edu,432217,9147745714,23947
Hannah,Jackson,hannah.jackson@coloradocollege.edu,635987,4251231699,21943
Vanessa,Ball,vanessa.ball@coloradocollege.edu,235829,1644365552,24589
Thomas,Miller,thomas.miller@coloradocollege.edu,170020,7169968640,21153
Diane,Parsons,diane.parsons@coloradocollege.edu,524792,3107536382,24378
Brandon,Quinn,brandon.quinn@coloradocollege.edu,567188,7559458955,22861
Phil,McGrath,phil.mcgrath@coloradocollege.edu,565015,2153717112,27100
Brian,Poole,brian.poole@coloradocollege.edu,303485,3356386599,27134
Karen,Clarkson,karen.clarkson@coloradocollege.edu,267270,1765562863,24796
Virginia,Parr,virginia.parr@coloradocollege.edu,454031,6083900767,29551
Harry,Kelly,harry.kelly@coloradocollege.edu,964463,3835792612,20604
Melanie,Oliver,melanie.oliver@coloradocollege.edu,795219,2723704116,20880
Hannah,Lambert,hannah.lambert@coloradocollege.edu,915877,6737339118,27311
Diana,Anderson,diana.anderson@coloradocollege.edu,305350,9898838123,24934
Sebastian,Buckland,sebastian.buckland@coloradocollege.edu,966102,5676481265,27471
Brandon,Short,brandon.short@coloradocollege.edu,886620,7746005582,25292
Carl,Forsyth,carl.forsyth@coloradocollege.edu,845838,6448878800,25546
Sonia,Murray,sonia.murray@coloradocollege.edu,999594,2137800566,22058
Donna,Blake,donna.blake@coloradocollege.edu,637025,4115483853,23601
Sean,Paige,sean.paige@coloradocollege.edu,496321,4550722842,22412
Victoria,Henderson,victoria.henderson@coloradocollege.edu,170938,9925958310,23279
Kevin,Lambert,kevin.lambert@coloradocollege.edu,618441,6708093563,25434
Liam,Arnold,liam.arnold@coloradocollege.edu,546600,4534727053,26813
Nathan,Sharp,nathan.sharp@coloradocollege.edu,645165,7816386141,29894
Carl,Ince,carl.ince@coloradocollege.edu,880626,5901385091,25468
Jasmine,McLean,jasmine.mclean@coloradocollege.edu,621958,2343070471,26138
Molly,Jones,molly.jones@coloradocollege.edu,901038,2418755968,24268
Stephanie,Poole,stephanie.poole@coloradocollege.edu,676010,2069968148,20728
Deirdre,Walker,deirdre.walker@coloradocollege.edu,282865,2837072177,20032
Dorothy,Burgess,dorothy.burgess@coloradocollege.edu,287696,7108914723,23965
Rebecca,Robertson,rebecca.robertson@coloradocollege.edu,343124,2761716851,27757
Sam,Kerr,sam.kerr@coloradocollege.edu,981625,5291563426,21890
Ryan,Manning,ryan.manning@coloradocollege.edu,102391,9977932192,24427
Neil,Newman,neil.newman@coloradocollege.edu,420272,1484322328,27733
Paul,King,paul.king@coloradocollege.edu,691170,4684396524,27251
Jane,Wallace,jane.wallace@coloradocollege.edu,258298,4685723627,26028
Yvonne,Wright,yvonne.wright@coloradocollege.edu,473389,4498905088,21700
Blake,Baker,blake.baker@coloradocollege.edu,891794,8876180010,24155
Olivia,Arnold,olivia.arnold@coloradocollege.edu,934273,5503232296,21770
Angela,Wilkins,angela.wilkins@coloradocollege.edu,682233,3570958674,25304
Megan,Lee,megan.lee@coloradocollege.edu,907232,8874482035,23272
Isaac,Ross,isaac.ross@coloradocollege.edu,640956,1439140876,25522
Richard,Carr,richard.carr@coloradocollege.edu,691193,5758288863,27514
Dorothy,Fraser,dorothy.fraser@coloradocollege.edu,568415,6581803045,21153
Luke,Sutherland,luke.sutherland@coloradocollege.edu,816637,4979770649,26136
Carol,Ball,carol.ball@coloradocollege.edu,316759,2346686519,28859
Anna,Hunter,anna.hunter@coloradocollege.edu,695398,8901023746,22121
Faith,Walsh,faith.walsh@coloradocollege.edu,620642,6242391469,27954
Ruth,Howard,ruth.howard@coloradocollege.edu,227390,7999070616,24561
Abigail,Hudson,abigail.hudson@coloradocollege.edu,970809,4435523453,24799
Anna,Mills,anna.mills@coloradocollege.edu,723021,6437993740,26775
Gabrielle,Dickens,gabrielle.dickens@coloradocollege.edu,613856,8512356996,21344
Jake,Hemmings,jake.hemmings@coloradocollege.edu,925550,3912126304,21051
Brian,Ince,brian.ince@coloradocollege.edu,457714,8838041444,26152
Charles,Gibson,charles.gibson@coloradocollege.edu,833779,2542942713,29739
Julia,Dyer,julia.dyer@coloradocollege.edu,694890,2446690641,27361
Zoe,Lambert,zoe.lambert@coloradocollege.edu,461411,9595770251,28960
Felicity,Walsh,felicity.walsh@coloradocollege.edu,168090,2925179905,21029
Ian,Hughes,ian.hughes@coloradocollege.edu,956678,1223796621,22886
Jacob,Hemmings,jacob.hemmings@coloradocollege.edu,843897,5882168943,28282
Wanda,Arnold,wanda.arnold@coloradocollege.edu,634439,3695469574,25615
Stewart,Gray,stewart.gray@coloradocollege.edu,198012,6206053838,23466
Jonathan,Hardacre,jonathan.hardacre@coloradocollege.edu,928571,9830515492,23519
Amanda,Lyman,amanda.lyman@coloradocollege.edu,298999,9102440676,29910
Amelia,Nolan,amelia.nolan@coloradocollege.edu,124939,7692200582,20399
Cameron,Reid,cameron.reid@coloradocollege.edu,503712,2316730900,28914
Gavin,Butler,gavin.butler@coloradocollege.edu,914030,5099365905,27479
Joe,Slater,joe.slater@coloradocollege.edu,759398,1716487239,25935
Madeleine,Wilkins,madeleine.wilkins@coloradocollege.edu,332623,1594555019,27135
Trevor,Kerr,trevor.kerr@coloradocollege.edu,332640,2147883904,21686
Eric,Wilkins,eric.wilkins@coloradocollege.edu,138983,5939451978,21294
Gabrielle,Reid,gabrielle.reid@coloradocollege.edu,412073,8836914777,23414
Fiona,Watson,fiona.watson@coloradocollege.edu,595346,1471255544,23120
Leah,Glover,leah.glover@coloradocollege.edu,940475,2628176937,20385
Ava,Vaughan,ava.vaughan@coloradocollege.edu,498746,1472050738,27290
Dorothy,Watson,dorothy.watson@coloradocollege.edu,278421,3801238669,20936
Brian,Bond,brian.bond@coloradocollege.edu,348350,3594204553,29944
Theresa,Jones,theresa.jones@coloradocollege.edu,717859,9342831112,28347
Adam,Underwood,adam.underwood@coloradocollege.edu,387256,9961469592,27670
Jason,Thomson,jason.thomson@coloradocollege.edu,986601,3611502841,20701
Gavin,Blake,gavin.blake@coloradocollege.edu,980323,3423578115,27183
Tim,Lee,tim.lee@coloradocollege.edu,893690,4795806845,27771
Julia,Blake,julia.blake@coloradocollege.edu,998660,9433967642,22714
Molly,Hudson,molly.hudson@coloradocollege.edu,257099,9232023417,26908
Evan,Abraham,evan.abraham@coloradocollege.edu,327090,8587939156,24434
Leonard,Underwood,leonard.underwood@coloradocollege.edu,402654,2562616551,20354
