First_Name,Last_Name,Email_Address,Student_ID,phone
Christian,Rees,christian.rees@coloradocollege.edu,519511,8424535238
Yvonne,Carr,yvonne.carr@coloradocollege.edu,506515,8524605529
Christopher,Vaughan,christopher.vaughan@coloradocollege.edu,296289,4419758850
Joshua,McLean,joshua.mclean@coloradocollege.edu,819689,1599357452
Warren,Black,warren.black@coloradocollege.edu,355700,3079878555
Neil,Dowd,neil.dowd@coloradocollege.edu,219142,9779559725
Anna,Henderson,anna.henderson@coloradocollege.edu,988172,9877466417
Jane,Murray,jane.murray@coloradocollege.edu,166256,8236331667
William,McGrath,william.mcgrath@coloradocollege.edu,625367,8441894095
Sebastian,Vaughan,sebastian.vaughan@coloradocollege.edu,372841,3759001362
Dylan,Mitchell,dylan.mitchell@coloradocollege.edu,992167,1971544799
Cameron,Campbell,cameron.campbell@coloradocollege.edu,456569,1255534946
Mary,Manning,mary.manning@coloradocollege.edu,199088,9859504332
Pippa,Coleman,pippa.coleman@coloradocollege.edu,467991,3383797360
Dan,Berry,dan.berry@coloradocollege.edu,775674,3981764238
Rose,Turner,rose.turner@coloradocollege.edu,138629,8229615853
Irene,MacDonald,irene.macdonald@coloradocollege.edu,843713,5081551660
Nicola,Lee,nicola.lee@coloradocollege.edu,438097,6425397250
Jasmine,Slater,jasmine.slater@coloradocollege.edu,416383,7313661401
Claire,King,claire.king@coloradocollege.edu,479924,9055510330
Max,Kelly,max.kelly@coloradocollege.edu,662639,3771119169
Zoe,Quinn,zoe.quinn@coloradocollege.edu,174274,5653755601
Richard,Slater,richard.slater@coloradocollege.edu,373686,6551614538
Austin,Henderson,austin.henderson@coloradocollege.edu,993440,9092088031
Sarah,Turner,sarah.turner@coloradocollege.edu,170720,7865792664
Oliver,Edmunds,oliver.edmunds@coloradocollege.edu,857610,6787236509
Jack,Gibson,jack.gibson@coloradocollege.edu,553754,9394107693
Thomas,Vance,thomas.vance@coloradocollege.edu,597474,7902904656
Paul,Peters,paul.peters@coloradocollege.edu,837639,5859226308
Dominic,Rutherford,dominic.rutherford@coloradocollege.edu,749803,4441601738
Lauren,Fisher,lauren.fisher@coloradocollege.edu,604185,5472467198
Luke,Allan,luke.allan@coloradocollege.edu,773003,9205316735
Dominic,Murray,dominic.murray@coloradocollege.edu,857605,3763392672
Rebecca,Hunter,rebecca.hunter@coloradocollege.edu,573830,3588277115
Thomas,Ross,thomas.ross@coloradocollege.edu,277605,4483461012
Austin,Cameron,austin.cameron@coloradocollege.edu,119739,6034926672
Anna,Lawrence,anna.lawrence@coloradocollege.edu,903573,9455930228
Theresa,Rees,theresa.rees@coloradocollege.edu,763539,8529747365
Andrea,Vance,andrea.vance@coloradocollege.edu,476827,7284071551
Andrea,Short,andrea.short@coloradocollege.edu,533199,9179077405
Stewart,Jones,stewart.jones@coloradocollege.edu,882014,6082379171
Thomas,Kerr,thomas.kerr@coloradocollege.edu,584699,3422612478
Christopher,Churchill,christopher.churchill@coloradocollege.edu,536241,3105596275
Kimberly,Glover,kimberly.glover@coloradocollege.edu,315235,4002539272
Owen,Marshall,owen.marshall@coloradocollege.edu,202285,6782013436
Angela,Anderson,angela.anderson@coloradocollege.edu,359339,6911619165
Bernadette,Brown,bernadette.brown@coloradocollege.edu,887456,4381935406
Stephen,Churchill,stephen.churchill@coloradocollege.edu,345860,6404948362
Julian,Mathis,julian.mathis@coloradocollege.edu,863335,2892566269
Zoe,Morgan,zoe.morgan@coloradocollege.edu,991940,9416222332
Kimberly,Knox,kimberly.knox@coloradocollege.edu,675058,4141549639
Paul,Powell,paul.powell@coloradocollege.edu,921979,2954765425
Anne,Vance,anne.vance@coloradocollege.edu,266030,4031386234
Lauren,Martin,lauren.martin@coloradocollege.edu,497787,7347280279
Grace,Bower,grace.bower@coloradocollege.edu,772713,8630850757
Sebastian,Edmunds,sebastian.edmunds@coloradocollege.edu,306859,5671453924
Boris,Clarkson,boris.clarkson@coloradocollege.edu,437793,1536841159
Victor,Ince,victor.ince@coloradocollege.edu,156150,9705909251
Neil,Miller,neil.miller@coloradocollege.edu,615255,3660491619
Diana,Langdon,diana.langdon@coloradocollege.edu,388449,9517405628
Kimberly,Hill,kimberly.hill@coloradocollege.edu,834933,1316829845
Wendy,Ferguson,wendy.ferguson@coloradocollege.edu,750082,5382987978
Leonard,Robertson,leonard.robertson@coloradocollege.edu,655567,1237497314
Lucas,Paige,lucas.paige@coloradocollege.edu,897911,9165380253
Colin,Walker,colin.walker@coloradocollege.edu,498868,6588591392
Jonathan,Black,jonathan.black@coloradocollege.edu,554183,4630772633
James,Ross,james.ross@coloradocollege.edu,803116,3226495875
Rebecca,Hudson,rebecca.hudson@coloradocollege.edu,694667,4486032195
Lisa,Fisher,lisa.fisher@coloradocollege.edu,955154,7106113424
Boris,Young,boris.young@coloradocollege.edu,518961,9963858365
William,Tucker,william.tucker@coloradocollege.edu,232296,8898852265
Jake,Peake,jake.peake@coloradocollege.edu,516723,4100701656
Carolyn,Bailey,carolyn.bailey@coloradocollege.edu,103734,6708848437
Ava,Roberts,ava.roberts@coloradocollege.edu,477272,7920456955
Victor,Graham,victor.graham@coloradocollege.edu,630919,4743550235
Rose,Cameron,rose.cameron@coloradocollege.edu,973777,9277221990
Blake,Anderson,blake.anderson@coloradocollege.edu,377955,8686497693
Megan,Oliver,megan.oliver@coloradocollege.edu,417199,6689232057
Anna,Oliver,anna.oliver@coloradocollege.edu,182483,3342232963
Nicholas,Alsop,nicholas.alsop@coloradocollege.edu,778159,9868681861
Alison,Davidson,alison.davidson@coloradocollege.edu,732788,1101132162
Zoe,Avery,zoe.avery@coloradocollege.edu,987450,6099050460
Jack,Jackson,jack.jackson@coloradocollege.edu,687758,7947167926
Connor,Young,connor.young@coloradocollege.edu,643164,6592213549
Owen,Manning,owen.manning@coloradocollege.edu,258242,1978048641
Adrian,Jones,adrian.jones@coloradocollege.edu,262862,6562967098
Piers,Graham,piers.graham@coloradocollege.edu,797289,8487179214
Rebecca,Ferguson,rebecca.ferguson@coloradocollege.edu,277560,9799322878
Bernadette,Morgan,bernadette.morgan@coloradocollege.edu,902806,5076029551
Lisa,Hemmings,lisa.hemmings@coloradocollege.edu,895964,1463242999
Joshua,Glover,joshua.glover@coloradocollege.edu,404664,6402855183
Michael,Watson,michael.watson@coloradocollege.edu,344469,8893829415
Karen,Miller,karen.miller@coloradocollege.edu,256137,6107206300
Harry,Jackson,harry.jackson@coloradocollege.edu,517758,8087862198
Diane,McLean,diane.mclean@coloradocollege.edu,646052,6019560742
Andrew,Black,andrew.black@coloradocollege.edu,267498,3221883899
Stewart,Hart,stewart.hart@coloradocollege.edu,175061,1094429084
Joseph,Paterson,joseph.paterson@coloradocollege.edu,202963,8645908065
William,Springer,william.springer@coloradocollege.edu,417162,1672251266
Samantha,Gibson,samantha.gibson@coloradocollege.edu,465770,8333424032
Victor,Stewart,victor.stewart@coloradocollege.edu,449324,5854522777
Amanda,Hart,amanda.hart@coloradocollege.edu,250158,7090757018
Lauren,Watson,lauren.watson@coloradocollege.edu,909318,1251584970
Victor,Davies,victor.davies@coloradocollege.edu,629736,1113743727
Theresa,Alsop,theresa.alsop@coloradocollege.edu,362138,3448067858
Anne,Kelly,anne.kelly@coloradocollege.edu,363407,9756782787
Brian,Manning,brian.manning@coloradocollege.edu,544067,4300660853
Boris,Walsh,boris.walsh@coloradocollege.edu,303940,9348724719
Maria,Hill,maria.hill@coloradocollege.edu,949258,5904650176
Sarah,Brown,sarah.brown@coloradocollege.edu,550750,8778138681
Carolyn,Carr,carolyn.carr@coloradocollege.edu,428703,2618741728
Gordon,Short,gordon.short@coloradocollege.edu,284994,6954027173
James,Hodges,james.hodges@coloradocollege.edu,595514,2212761916
Andrea,Smith,andrea.smith@coloradocollege.edu,405999,7410564564
Jason,Murray,jason.murray@coloradocollege.edu,870698,5728296920
Connor,Glover,connor.glover@coloradocollege.edu,175990,6713910992
Leah,Springer,leah.springer@coloradocollege.edu,995971,7714392592
Neil,Duncan,neil.duncan@coloradocollege.edu,954230,3649567579
Joanne,Mackenzie,joanne.mackenzie@coloradocollege.edu,246990,6452142622
Amelia,Davies,amelia.davies@coloradocollege.edu,718502,9052235958
Colin,Paige,colin.paige@coloradocollege.edu,420243,1242441890
Virginia,Mitchell,virginia.mitchell@coloradocollege.edu,410436,8369262656
Andrea,Walker,andrea.walker@coloradocollege.edu,703656,8914287362
John,Hardacre,john.hardacre@coloradocollege.edu,427419,7263408868
Sean,Manning,sean.manning@coloradocollege.edu,430967,7474548304
Bella,Hill,bella.hill@coloradocollege.edu,806876,9019044716
Deirdre,Newman,deirdre.newman@coloradocollege.edu,520539,2352779815
Emily,Ball,emily.ball@coloradocollege.edu,652137,7681633066
Lisa,Graham,lisa.graham@coloradocollege.edu,127969,3609642279
Leonard,Duncan,leonard.duncan@coloradocollege.edu,556053,9705049944
Deirdre,Dyer,deirdre.dyer@coloradocollege.edu,247402,2423386042
James,Hughes,james.hughes@coloradocollege.edu,681203,7622523867
Andrea,Hardacre,andrea.hardacre@coloradocollege.edu,512714,9159048011
Rachel,Sharp,rachel.sharp@coloradocollege.edu,142356,5128271516
Adrian,Rutherford,adrian.rutherford@coloradocollege.edu,209094,3410178595
Felicity,Churchill,felicity.churchill@coloradocollege.edu,992085,3085096372
David,Davidson,david.davidson@coloradocollege.edu,366296,9225304204
Molly,North,molly.north@coloradocollege.edu,763266,6951259483
Sally,Paterson,sally.paterson@coloradocollege.edu,345696,6258611108
Hannah,Mathis,hannah.mathis@coloradocollege.edu,412439,6411926742
Sam,May,sam.may@coloradocollege.edu,153743,2200287709
Natalie,Ball,natalie.ball@coloradocollege.edu,322594,7991808829
Una,Mackay,una.mackay@coloradocollege.edu,970163,1808951800
Samantha,Robertson,samantha.robertson@coloradocollege.edu,127699,6368161741
Liam,Hudson,liam.hudson@coloradocollege.edu,709666,8004202220
Dorothy,Piper,dorothy.piper@coloradocollege.edu,513887,8574310773
Simon,Lawrence,simon.lawrence@coloradocollege.edu,829129,4810025738
Penelope,Chapman,penelope.chapman@coloradocollege.edu,917972,8509167659
Diane,Hart,diane.hart@coloradocollege.edu,394607,8562801429
Diana,Carr,diana.carr@coloradocollege.edu,484701,7020618138
Ryan,Wallace,ryan.wallace@coloradocollege.edu,933345,9097790616
Gabrielle,Dyer,gabrielle.dyer@coloradocollege.edu,981265,8128060945
Evan,Langdon,evan.langdon@coloradocollege.edu,959242,6635491438
Caroline,Newman,caroline.newman@coloradocollege.edu,796953,8278562382
Benjamin,Davidson,benjamin.davidson@coloradocollege.edu,789939,2081664469
Melanie,Hardacre,melanie.hardacre@coloradocollege.edu,137489,2002513612
Jason,Cameron,jason.cameron@coloradocollege.edu,101077,3573979526
Bernadette,Greene,bernadette.greene@coloradocollege.edu,237732,7110626275
Amy,MacDonald,amy.macdonald@coloradocollege.edu,300573,3541455159
Amy,Graham,amy.graham@coloradocollege.edu,196351,4406619327
Steven,Campbell,steven.campbell@coloradocollege.edu,243021,6367530764
Leah,MacLeod,leah.macleod@coloradocollege.edu,637833,8899119682
Dylan,Ince,dylan.ince@coloradocollege.edu,842190,3826523063
Joshua,Kelly,joshua.kelly@coloradocollege.edu,561579,9680149429
Ava,Dowd,ava.dowd@coloradocollege.edu,801890,3175541615
Hannah,Jones,hannah.jones@coloradocollege.edu,991090,1096775945
Sarah,Gill,sarah.gill@coloradocollege.edu,522533,4563188952
Vanessa,Rutherford,vanessa.rutherford@coloradocollege.edu,306057,5610726565
Alison,North,alison.north@coloradocollege.edu,915851,3006388117
Joe,Sutherland,joe.sutherland@coloradocollege.edu,648147,2855363378
Stewart,Burgess,stewart.burgess@coloradocollege.edu,601139,9906374866
Jacob,Nash,jacob.nash@coloradocollege.edu,418305,6262565311
Stewart,Dickens,stewart.dickens@coloradocollege.edu,414728,1625205617
Ian,MacDonald,ian.macdonald@coloradocollege.edu,558839,9080450499
Penelope,Miller,penelope.miller@coloradocollege.edu,451193,8415499401
Jake,Brown,jake.brown@coloradocollege.edu,166351,4614449752
Christian,Hardacre,christian.hardacre@coloradocollege.edu,351298,7917695448
Christian,Blake,christian.blake@coloradocollege.edu,370210,5013973891
Kevin,Gray,kevin.gray@coloradocollege.edu,471018,8218400185
Leonard,Hamilton,leonard.hamilton@coloradocollege.edu,630446,6614735441
Adam,Marshall,adam.marshall@coloradocollege.edu,280463,4121117190
Oliver,Clarkson,oliver.clarkson@coloradocollege.edu,649953,4921383327
Connor,Johnston,connor.johnston@coloradocollege.edu,883671,4238648161
Amelia,Martin,amelia.martin@coloradocollege.edu,443252,7159359978
Charles,Brown,charles.brown@coloradocollege.edu,826414,2766006396
Steven,Vance,steven.vance@coloradocollege.edu,126552,4964227330
Joshua,Hughes,joshua.hughes@coloradocollege.edu,580378,1996076256
Alan,Parr,alan.parr@coloradocollege.edu,550731,8002345673
Lillian,Wilkins,lillian.wilkins@coloradocollege.edu,290020,1188086873
Katherine,Edmunds,katherine.edmunds@coloradocollege.edu,905730,6840429424
Connor,Abraham,connor.abraham@coloradocollege.edu,384482,6861194353
Luke,Young,luke.young@coloradocollege.edu,174044,6764853468
John,Welch,john.welch@coloradocollege.edu,791942,4680930599
Angela,Berry,angela.berry@coloradocollege.edu,755588,3666007748
Brian,Powell,brian.powell@coloradocollege.edu,699117,3230123915
Stephen,Carr,stephen.carr@coloradocollege.edu,780073,4954448256
Harry,Butler,harry.butler@coloradocollege.edu,558853,6310778254
Abigail,Burgess,abigail.burgess@coloradocollege.edu,187246,8916642816
Jason,Edmunds,jason.edmunds@coloradocollege.edu,939983,6400092436
Alexander,Henderson,alexander.henderson@coloradocollege.edu,456886,3569014348
Steven,Lee,steven.lee@coloradocollege.edu,607217,5024836300
Alexander,Miller,alexander.miller@coloradocollege.edu,738408,5207159716
Jacob,Churchill,jacob.churchill@coloradocollege.edu,397783,7837934713
Andrea,Vaughan,andrea.vaughan@coloradocollege.edu,390939,2396939955
Blake,Tucker,blake.tucker@coloradocollege.edu,654127,6824375497
Trevor,Hughes,trevor.hughes@coloradocollege.edu,512137,4779990332
Boris,Dyer,boris.dyer@coloradocollege.edu,352094,5829166399
Lauren,Abraham,lauren.abraham@coloradocollege.edu,564158,6386288011
Wendy,Gray,wendy.gray@coloradocollege.edu,218420,5411083388
Jacob,Jones,jacob.jones@coloradocollege.edu,296764,9647144580
Leah,Lambert,leah.lambert@coloradocollege.edu,103596,9459271203
Melanie,MacDonald,melanie.macdonald@coloradocollege.edu,746633,9826123464
Alan,Ball,alan.ball@coloradocollege.edu,294044,6867764073
Diane,Fraser,diane.fraser@coloradocollege.edu,507114,1991128753
Christopher,Rutherford,christopher.rutherford@coloradocollege.edu,325345,9335397296
Jasmine,Howard,jasmine.howard@coloradocollege.edu,389438,1036806452
Jonathan,Oliver,jonathan.oliver@coloradocollege.edu,128995,7619262727
Oliver,Vaughan,oliver.vaughan@coloradocollege.edu,527517,9874146226
Gordon,Springer,gordon.springer@coloradocollege.edu,132633,4507710057
Jane,Bower,jane.bower@coloradocollege.edu,687692,4798043454
Irene,Parr,irene.parr@coloradocollege.edu,882133,1672716585
Evan,Bond,evan.bond@coloradocollege.edu,956986,8306413413
Chloe,Wright,chloe.wright@coloradocollege.edu,338410,9870371646
Hannah,Ince,hannah.ince@coloradocollege.edu,525058,4288668338
Blake,Springer,blake.springer@coloradocollege.edu,294859,1919736968
Neil,Harris,neil.harris@coloradocollege.edu,339842,7700112563
Peter,Mathis,peter.mathis@coloradocollege.edu,437347,4176964992
Grace,Dyer,grace.dyer@coloradocollege.edu,155360,8234375103
Adam,Ogden,adam.ogden@coloradocollege.edu,345822,8245691851
Oliver,Smith,oliver.smith@coloradocollege.edu,564148,6966467795
Isaac,MacDonald,isaac.macdonald@coloradocollege.edu,750448,9372861644
Piers,Arnold,piers.arnold@coloradocollege.edu,648171,8770483905
Donna,Hemmings,donna.hemmings@coloradocollege.edu,457293,3803164322
Cameron,MacLeod,cameron.macleod@coloradocollege.edu,926561,9398449031
Cameron,Lyman,cameron.lyman@coloradocollege.edu,782456,8855721822
Connor,Peake,connor.peake@coloradocollege.edu,169539,2118209981
Natalie,Smith,natalie.smith@coloradocollege.edu,243060,3393207877
Dorothy,Coleman,dorothy.coleman@coloradocollege.edu,247734,5694126592
Natalie,Bell,natalie.bell@coloradocollege.edu,915485,6762065983
Heather,Knox,heather.knox@coloradocollege.edu,274893,5268959480
Deirdre,Fisher,deirdre.fisher@coloradocollege.edu,822064,4854401875
Elizabeth,Terry,elizabeth.terry@coloradocollege.edu,198568,4440099896
Irene,Wilkins,irene.wilkins@coloradocollege.edu,317131,7373567550
Joanne,Howard,joanne.howard@coloradocollege.edu,432217,9147745714
Hannah,Jackson,hannah.jackson@coloradocollege.edu,635987,4251231699
Vanessa,Ball,vanessa.ball@coloradocollege.edu,235829,1644365552
Thomas,Miller,thomas.miller@coloradocollege.edu,170020,7169968640
Diane,Parsons,diane.parsons@coloradocollege.edu,524792,3107536382
Brandon,Quinn,brandon.quinn@coloradocollege.edu,567188,7559458955
Phil,McGrath,phil.mcgrath@coloradocollege.edu,565015,2153717112
Brian,Poole,brian.poole@coloradocollege.edu,303485,3356386599
Karen,Clarkson,karen.clarkson@coloradocollege.edu,267270,1765562863
Virginia,Parr,virginia.parr@coloradocollege.edu,454031,6083900767
Harry,Kelly,harry.kelly@coloradocollege.edu,964463,3835792612
Melanie,Oliver,melanie.oliver@coloradocollege.edu,795219,2723704116
Hannah,Lambert,hannah.lambert@coloradocollege.edu,915877,6737339118
Diana,Anderson,diana.anderson@coloradocollege.edu,305350,9898838123
Sebastian,Buckland,sebastian.buckland@coloradocollege.edu,966102,5676481265
Brandon,Short,brandon.short@coloradocollege.edu,886620,7746005582
Carl,Forsyth,carl.forsyth@coloradocollege.edu,845838,6448878800
Sonia,Murray,sonia.murray@coloradocollege.edu,999594,2137800566
Donna,Blake,donna.blake@coloradocollege.edu,637025,4115483853
Sean,Paige,sean.paige@coloradocollege.edu,496321,4550722842
Victoria,Henderson,victoria.henderson@coloradocollege.edu,170938,9925958310
Kevin,Lambert,kevin.lambert@coloradocollege.edu,618441,6708093563
Liam,Arnold,liam.arnold@coloradocollege.edu,546600,4534727053
Nathan,Sharp,nathan.sharp@coloradocollege.edu,645165,7816386141
Carl,Ince,carl.ince@coloradocollege.edu,880626,5901385091
Jasmine,McLean,jasmine.mclean@coloradocollege.edu,621958,2343070471
Molly,Jones,molly.jones@coloradocollege.edu,901038,2418755968
Stephanie,Poole,stephanie.poole@coloradocollege.edu,676010,2069968148
Deirdre,Walker,deirdre.walker@coloradocollege.edu,282865,2837072177
Dorothy,Burgess,dorothy.burgess@coloradocollege.edu,287696,7108914723
Rebecca,Robertson,rebecca.robertson@coloradocollege.edu,343124,2761716851
Sam,Kerr,sam.kerr@coloradocollege.edu,981625,5291563426
Ryan,Manning,ryan.manning@coloradocollege.edu,102391,9977932192
Neil,Newman,neil.newman@coloradocollege.edu,420272,1484322328
Paul,King,paul.king@coloradocollege.edu,691170,4684396524
Jane,Wallace,jane.wallace@coloradocollege.edu,258298,4685723627
Yvonne,Wright,yvonne.wright@coloradocollege.edu,473389,4498905088
Blake,Baker,blake.baker@coloradocollege.edu,891794,8876180010
Olivia,Arnold,olivia.arnold@coloradocollege.edu,934273,5503232296
Angela,Wilkins,angela.wilkins@coloradocollege.edu,682233,3570958674
Megan,Lee,megan.lee@coloradocollege.edu,907232,8874482035
Isaac,Ross,isaac.ross@coloradocollege.edu,640956,1439140876
Richard,Carr,richard.carr@coloradocollege.edu,691193,5758288863
Dorothy,Fraser,dorothy.fraser@coloradocollege.edu,568415,6581803045
Luke,Sutherland,luke.sutherland@coloradocollege.edu,816637,4979770649
Carol,Ball,carol.ball@coloradocollege.edu,316759,2346686519
Anna,Hunter,anna.hunter@coloradocollege.edu,695398,8901023746
Faith,Walsh,faith.walsh@coloradocollege.edu,620642,6242391469
Ruth,Howard,ruth.howard@coloradocollege.edu,227390,7999070616
Abigail,Hudson,abigail.hudson@coloradocollege.edu,970809,4435523453
Anna,Mills,anna.mills@coloradocollege.edu,723021,6437993740
Gabrielle,Dickens,gabrielle.dickens@coloradocollege.edu,613856,8512356996
Jake,Hemmings,jake.hemmings@coloradocollege.edu,925550,3912126304
Brian,Ince,brian.ince@coloradocollege.edu,457714,8838041444
Charles,Gibson,charles.gibson@coloradocollege.edu,833779,2542942713
Julia,Dyer,julia.dyer@coloradocollege.edu,694890,2446690641
Zoe,Lambert,zoe.lambert@coloradocollege.edu,461411,9595770251
Felicity,Walsh,felicity.walsh@coloradocollege.edu,168090,2925179905
Ian,Hughes,ian.hughes@coloradocollege.edu,956678,1223796621
Jacob,Hemmings,jacob.hemmings@coloradocollege.edu,843897,5882168943
Wanda,Arnold,wanda.arnold@coloradocollege.edu,634439,3695469574
Stewart,Gray,stewart.gray@coloradocollege.edu,198012,6206053838
Jonathan,Hardacre,jonathan.hardacre@coloradocollege.edu,928571,9830515492
Amanda,Lyman,amanda.lyman@coloradocollege.edu,298999,9102440676
Amelia,Nolan,amelia.nolan@coloradocollege.edu,124939,7692200582
Cameron,Reid,cameron.reid@coloradocollege.edu,503712,2316730900
Gavin,Butler,gavin.butler@coloradocollege.edu,914030,5099365905
Joe,Slater,joe.slater@coloradocollege.edu,759398,1716487239
Madeleine,Wilkins,madeleine.wilkins@coloradocollege.edu,332623,1594555019
Trevor,Kerr,trevor.kerr@coloradocollege.edu,332640,2147883904
Eric,Wilkins,eric.wilkins@coloradocollege.edu,138983,5939451978
Gabrielle,Reid,gabrielle.reid@coloradocollege.edu,412073,8836914777
Fiona,Watson,fiona.watson@coloradocollege.edu,595346,1471255544
Leah,Glover,leah.glover@coloradocollege.edu,940475,2628176937
Ava,Vaughan,ava.vaughan@coloradocollege.edu,498746,1472050738
Dorothy,Watson,dorothy.watson@coloradocollege.edu,278421,3801238669
Brian,Bond,brian.bond@coloradocollege.edu,348350,3594204553
Theresa,Jones,theresa.jones@coloradocollege.edu,717859,9342831112
Adam,Underwood,adam.underwood@coloradocollege.edu,387256,9961469592
Jason,Thomson,jason.thomson@coloradocollege.edu,986601,3611502841
Gavin,Blake,gavin.blake@coloradocollege.edu,980323,3423578115
Tim,Lee,tim.lee@coloradocollege.edu,893690,4795806845
Julia,Blake,julia.blake@coloradocollege.edu,998660,9433967642
Molly,Hudson,molly.hudson@coloradocollege.edu,257099,9232023417
Evan,Abraham,evan.abraham@coloradocollege.edu,327090,8587939156
Leonard,Underwood,leonard.underwood@coloradocollege.edu,402654,2562616551
Amelia,Johnston,amelia.johnston@coloradocollege.edu,673724,8810814250
Sam,Lee,sam.lee@coloradocollege.edu,618726,8308495860
Dominic,Lyman,dominic.lyman@coloradocollege.edu,789549,1996674561
Sally,Clarkson,sally.clarkson@coloradocollege.edu,424061,2530938769
Grace,Wilson,grace.wilson@coloradocollege.edu,984346,4741678012
Warren,Wright,warren.wright@coloradocollege.edu,204940,8237215305
Christian,Coleman,christian.coleman@coloradocollege.edu,898135,7122199212
Rachel,James,rachel.james@coloradocollege.edu,178280,2894212269
Diana,Abraham,diana.abraham@coloradocollege.edu,705417,5702223953
Neil,Ross,neil.ross@coloradocollege.edu,375988,9180643056
Caroline,Parsons,caroline.parsons@coloradocollege.edu,896144,4959404246
Charles,Graham,charles.graham@coloradocollege.edu,518415,6090906789
Andrew,Lyman,andrew.lyman@coloradocollege.edu,496701,9910510081
Kylie,Jackson,kylie.jackson@coloradocollege.edu,508654,6608573222
Joanne,May,joanne.may@coloradocollege.edu,639062,2858858927
Sebastian,Burgess,sebastian.burgess@coloradocollege.edu,814339,2167058984
Phil,Morgan,phil.morgan@coloradocollege.edu,197719,8951925055
Connor,Hemmings,connor.hemmings@coloradocollege.edu,970257,9087315307
Mary,Gibson,mary.gibson@coloradocollege.edu,358032,4557632238
Dylan,Glover,dylan.glover@coloradocollege.edu,964997,1152375362
Benjamin,Fraser,benjamin.fraser@coloradocollege.edu,321811,2159868172
Stephen,Newman,stephen.newman@coloradocollege.edu,358112,1617251672
Max,Lawrence,max.lawrence@coloradocollege.edu,582532,3395442676
Nathan,Walsh,nathan.walsh@coloradocollege.edu,509992,1566832877
Sam,Young,sam.young@coloradocollege.edu,698353,4665765384
Olivia,Metcalfe,olivia.metcalfe@coloradocollege.edu,501170,3602857499
Max,Kerr,max.kerr@coloradocollege.edu,401285,7360502154
Dylan,Vance,dylan.vance@coloradocollege.edu,654080,7754771365
Mary,Black,mary.black@coloradocollege.edu,663017,8776514876
Sebastian,Taylor,sebastian.taylor@coloradocollege.edu,700041,9025214328
Lily,Scott,lily.scott@coloradocollege.edu,480789,6390231529
Owen,Terry,owen.terry@coloradocollege.edu,233660,1501075049
Steven,Smith,steven.smith@coloradocollege.edu,333170,8839046975
